,adress,house_type,biarea_msq,sold_price_kr,date_sold,price_diff_%,agent,size_msq,rooms,omrade,kommun,utgangspris_kr
205,Skövdevägen 32,Villa,          10         ,1845000,2020-05-31,0,Fastighetsbyrån,108,4,Centrum,Hjo,1850000
206,Rudsvägen 8,Villa,          94         ,2300000,2020-05-31,-7,Mäklarhuset,94,6,Målsryd,Borås,2475000
207,Linnés väg 12,Villa,          24         ,3650000,2020-05-31,-8,Mäklarhuset,126,7,Ekås,Borås,3975000
208,Hästhagsvägen 4,Villa,,3795000,2020-05-30,0,Fastighetsbyrån,150,6,Ucklum,Stenungsund,3800000
209,Ådalsgatan 13B,Villa,          33         ,3700000,2020-05-30,-3,Fastighetsbyrån,130,5,Kvarnbacken,Alingsås,3825000
210,Mellomgårdsgatan 40,Ej specificerad villa,          32         ,1850000,2020-05-30,3,Fastighetsbyrån,101,4,Hulta,Borås,1800000
211,Gamla Götavägen 4,Villa,          13         ,2450000,2020-05-30,-2,Fastighetsbyrån,161,6,Högstorp,Lilla Edet,2500000
212,Iglatjärnsvägen 52,Villa,          32         ,3330000,2020-05-29,1,Fastighetsbyrån,148,5,Olofstorp,Göteborg,3300000
213,Kärrsbackevägen 16A,Villa,          75         ,3300000,2020-05-29,14,Fastighetsbyrån,127,5,Hjärtum,Lilla Edet,2900000
214,Zickermans gata 4,Villa,          90         ,2500000,2020-05-29,28,Fastighetsbyrån,90,4,Östermalm,Skövde,1950000
215,Barrstigen 3,Villa,          56         ,1800000,2020-05-29,0,Fastighetsbyrån,142,4,Bleket,Uddevalla,1800000
216,Jämnakulla 135,Villa,          111         ,2575000,2020-05-29,5,Parder & Veres AB,111,5,Hindås,Härryda,2450000
217,Heneporten 8,Villa,          112         ,2800000,2020-05-29,17,Svensk Fastighetsförmedling,112,4,Hentorp,Skövde,2400000
218,Ekgatan 14,Villa,,3050000,2020-05-29,24,Länsförsäkringar Fastighetsförmedling,191,8,Lagmansholm,Vårgårda,2450000
219,Karl Borgs Väg 11,Vinterbonat fritidshus,,2600000,2020-05-29,24,Svensk Fastighetsförmedling,75,4,Tostared,Mark,2100000
220,Alvernas väg 55,Bostadsrättsvilla,,2950000,2020-05-29,3,Länsförsäkringar Fastighetsförmedling,101,4,Ale,Ale,2875000
221,Jällbybacken 7,Villa,          60         ,2925000,2020-05-29,17,Länsförsäkringar Fastighetsförmedling,100,5,Kypedalen,Borås,2500000
222,Lilla Lycke 3,Villa,          68         ,3000000,2020-05-29,22,Svensk Fastighetsförmedling,201,5,Axvall,Skara,2450000
223,Boråsvägen 25,Villa,          68         ,1840000,2020-05-29,-8,ERA,81,5,Sandared,Borås,2000000
224,Västgötagatan 1,Villa,          147         ,3300000,2020-05-28,-3,Fastighetsbyrån,173,6,Norrby,Borås,3400000
225,Femöringsgränd 37,Villa,          20         ,2500000,2020-05-28,4,Fastighetsbyrån,146,7,Uddevalla,Uddevalla,2400000
226,Sannäsberget 39D,Vinterbonat fritidshus,,2862500,2020-05-28,-4,Askengren Fastighetsmäklare,131,4,Sannäs,Tanum,2975000
227,Kungsviksvägen 1,Vinterbonat fritidshus,,3075000,2020-05-28,12,Lysekilsmäklarna AB,165,6,Lysekil,Lysekil,2750000
228,Skrymegatan 19,Villa,          131         ,3500000,2020-05-28,-2,Länsförsäkringar Fastighetsförmedling,208,11,Hedvigsborg,Borås,3575000
229,Björkgatan 3,Villa,          96         ,2800000,2020-05-28,-6,Svensk Fastighetsförmedling,171,6,Brämhult,Borås,2975000
230,Karlsbergsvägen 37,Villa,          25         ,2995000,2020-05-28,0,Svensk Fastighetsförmedling,140,6,Vänersborg,Vänersborg,3000000
231,Vitsippsvägen 6,Villa,          155         ,1900000,2020-05-28,0,Svensk Fastighetsförmedling,155,6,Mariestad,Mariestad,1900000
232,Hjortvägen 32,Villa,          10         ,1750000,2020-05-28,4,Länsförsäkringar Fastighetsförmedling,167,7,Sollebrunn,Alingsås,1675000
233,Svalörtsvägen 27,Villa,          8         ,3150000,2020-05-28,5,Svensk Fastighetsförmedling,113,5,Älvängen,Ale,3000000
234,Ugglevägen 9,Villa,          70         ,3925000,2020-05-28,31,Mäklarhuset,73,4,Landvetter/Tahult,Härryda,3000000
235,Betel,Villa,,2150000,2020-05-28,18,Mäklarhuset,126,5,Torbjörntorp,Falköping,1825000
236,Börjesvägen 11,Villa,          47         ,3080000,2020-05-28,3,ERA,149,6,Lilla Edet,Lilla Edet,3000000
237,Odens väg 6,Villa,,2650000,2020-05-28,-4,Hus & Hem,135,5,Vargön,Vänersborg,2750000
238,Strömsvägen 10,Villa,          68         ,2800000,2020-05-28,9,ERA,148,7,Lilla Edet,Lilla Edet,2575000
239,Målaregatan 7,Villa,          103         ,2150000,2020-05-27,15,Fastighetsbyrån,103,5,Grästorp Tätort,Grästorp,1875000
240,Smultronvägen 4,Villa,          50         ,4000000,2020-05-27,16,Fastighetsbyrån,105,5,Tuvebo,Alingsås,3450000
241,Plogvägen 9,Villa,,2675000,2020-05-27,-6,Fastighetsbyrån,156,7,Stöpen,Skövde,2850000
242,Alvernas väg 39,Bostadsrättsvilla,,2950000,2020-05-27,-2,Svensk Fastighetsförmedling,101,4,Älvängen,Ale,3000000
243,Eckra,Vinterbonat fritidshus,          20         ,3750000,2020-05-27,88,Svensk Fastighetsförmedling,96,5,Bengtsfors,Bengtsfors,2000000
244,Nya Kyrkvägen 2,Villa,          162         ,2800000,2020-05-27,60,Mäklarhuset,280,12,Fristad,Borås,1750000
245,Haga 4,Villa,          4         ,2100000,2020-05-27,-12,Mäklarhuset,160,7,Haga,Trollhättan,2375000
246,Baståsen 8,Villa,,2525000,2020-05-26,40,Fastighetsbyrån,125,5,Värsås,Skövde,1800000
247,Rostvägen 25B,Villa,          37         ,3200000,2020-05-26,7,Fastighetsbyrån,157,5,Blåsut,Vänersborg,3000000
248,Kullen,Villa,          34         ,2775000,2020-05-26,3,Svensk Fastighetsförmedling,160,6,Trollhättan,Trollhättan,2700000
249,Ljur Fribacken 1,Villa,,1900000,2020-05-25,12,Fastighetsbyrån,102,4,Vårgårda Sydöst,Vårgårda,1700000
250,Fästeredssund 188,Villa,          25         ,2410000,2020-05-25,61,Länsförsäkringar Fastighetsförmedling,88,4,Fästeredsund,Ulricehamn,1500000
251,Sandgatan 9,Villa,          131         ,3200000,2020-05-25,-2,Svensk Fastighetsförmedling,97,6,Norrmalm,Skövde,3275000
252,Måbärsstigen 4,Villa,,2950000,2020-05-25,0,Svensk Fastighetsförmedling,145,5,Stenungsund,Stenungsund,2950000
253,Staby 650,Villa,          88         ,3270000,2020-05-25,-6,Länsförsäkringar Fastighetsförmedling,94,5,Kärna,Kungälv,3475000
254,Älgdalsvägen 3,Villa,          100         ,3400000,2020-05-25,-3,Mäklarhuset,105,6,Rävlanda,Härryda,3500000
255,Pilbågsgatan 3,Villa,          70         ,1800000,2020-05-25,7,ERA,122,4,Lilla Edet,Lilla Edet,1675000
256,Lunden 484,Vinterbonat fritidshus,          20         ,3250000,2020-05-24,9,Fastighetsbyrån,138,7,Nösund,Orust,2975000
257,Södra Sjöritz 6,Villa,          66         ,2610000,2020-05-24,2,Erik Olsson Fastighetsförmedling,184,7,Munkedal,Munkedal,2550000
258,Duellvägen 1,Villa,          64         ,3300000,2020-05-24,5,Hus & Hem,134,6,Blåsut,Vänersborg,3150000
259,Spannmålsvägen 2,Villa,,4000000,2020-05-24,4,ERA,150,6,Lilla Edet,Lilla Edet,3850000
260,Jättarnas väg 26,Bostadsrättsvilla,,2895000,2020-05-23,0,Fastighetsbyrån,101,4,Älvängen,Ale,2900000
261,Buddeberg 353,Villa,,2300000,2020-05-23,21,Fastighetsbyrån,125,5,Uddevalla,Uddevalla,1900000
262,Tanumsvägen 16,Vinterbonat fritidshus,          20         ,3700000,2020-05-23,3,Länsförsäkringar Fastighetsförmedling,99,6,Grebbestad,Tanum,3600000
263,Råssa 18,Villa,,2100000,2020-05-23,0,Länsförsäkringar Fastighetsförmedling,145,6,Bollebygd,Bollebygd,2100000
264,Kavlanda 692,Vinterbonat fritidshus,,3200000,2020-05-22,0,Fastighetsbyrån,83,4,Bokenäs,Uddevalla,3200000
265,Neanberg 4,Villa,          52         ,3495000,2020-05-22,0,Fastighetsbyrån,140,5,Överby,Strömstad,3500000
266,Ek Knutstorp 2,Villa,          6         ,2015000,2020-05-22,15,Fastighetsbyrån,150,5,Mariestad,Mariestad,1750000
267,Höjdgatan 8,Villa,          130         ,1800000,2020-05-22,13,Fastighetsbyrån,96,5,Tranemo,Tranemo,1600000
268,Skalle 6,Villa,          20         ,3200000,2020-05-22,7,Fastighetsbyrån,99,4,Fristad,Borås,3000000
269,Vibäcksvägen 7,Villa,          50         ,3000000,2020-05-22,36,Fastighetsbyrån,101,4,Våmb,Skövde,2200000
270,Tunhemsvägen 96,Villa,          3         ,3600000,2020-05-22,6,Fastighetsbyrån,98,4,Halvorstorp,Trollhättan,3400000
271,Lindveden Sandbacken 7,Villa,,3450000,2020-05-22,0,Fastighetsbyrån,131,4,Velanda,Trollhättan,3450000
272,Konvaljvägen 4,Villa,          16         ,3150000,2020-05-22,6,Fastighetsbyrån,121,5,Gråbo,Lerum,2975000
273,Högby 118,Villa,          15         ,3100000,2020-05-22,11,Svensk Fastighetsförmedling,93,4,Uddevalla,Uddevalla,2800000
274,Menuettvägen 2,Villa,          96         ,3400000,2020-05-22,3,Svensk Fastighetsförmedling,116,6,Uddevalla,Uddevalla,3300000
275,Källegården 3,Villa,,2400000,2020-05-22,34,Svensk Fastighetsförmedling,70,5,Häggum,Skövde,1800000
276,Kullbrinken 4,Villa,          63         ,3460000,2020-05-22,-1,Svensk Fastighetsförmedling,85,5,Bohus,Ale,3500000
277,Tegelgatan 6,Villa,          75         ,1900000,2020-05-22,-3,Svensk Fastighetsförmedling,109,5,Skene,Mark,1950000
278,Klämmagatan 3,Villa,          76         ,3400000,2020-05-22,15,Mäklarhuset,167,7,Kypedalen,Borås,2950000
279,Olgas väg 18,Vinterbonat fritidshus,,3750000,2020-05-21,-6,Fastighetsbyrån,60,4,Skaftö,Lysekil,4000000
280,Irisvägen 4,Villa,          185         ,3500000,2020-05-21,8,Svensk Fastighetsförmedling,130,7,Ulricehamn,Ulricehamn,3250000
281,Kavlanda 494,Villa,          5         ,2670000,2020-05-21,7,Bostadsbutiken,84,4,Kavlanda,Uddevalla,2500000
282,Verle 425,Villa,,3200000,2020-05-21,7,ERA,146,5,Hålanda,Ale,3000000
283,Krokusvägen 9,Villa,          88         ,3575000,2020-05-20,13,Fastighetsbyrån,98,7,Gråbo - Olstorp,Lerum,3175000
284,Högsvägen 9,Villa,          50         ,1800000,2020-05-20,-10,Fastighetsbyrån,82,5,Örby,Mark,2000000
285,Kälkvägen 16,Villa,          1         ,2610000,2020-05-20,11,Fastighetsbyrån,141,5,Gråbo - Centralt,Lerum,2350000
286,Västra Kronbergsgatan 37,Villa,          58         ,3950000,2020-05-20,3,Fastighetsbyrån,117,7,Lysekil,Lysekil,3825000
287,Ängön 463,Vinterbonat fritidshus,,3500000,2020-05-20,6,Fastighetsbyrån,114,5,Malö/Flatö/Ängö,Orust,3300000
288,Lövåsvägen 10,Villa,          89         ,2110000,2020-05-20,6,SkandiaMäklarna,89,5,Sandared,Borås,2000000
289,Skövde 162,Villa,,2950000,2020-05-20,11,Länsförsäkringar Fastighetsförmedling,165,4,Nygård,Lilla Edet,2650000
290,Stensoppevägen 12,Ej specificerad villa,          64         ,2650000,2020-05-20,2,Mäklarhuset,163,5,Eriksro,Trollhättan,2600000
291,Kamvägen 3,Villa,          75         ,3650000,2020-05-20,11,Mäklarhuset,150,7,Sandared,Borås,3300000
292,Mellby Sandås 2,Villa,          16         ,2550000,2020-05-19,19,Fastighetsbyrån,112,4,Lidköping Väster - Landsbygd,Lidköping,2150000
293,Bergsängsvägen 61,Villa,          125         ,2300000,2020-05-19,10,Fastighetsbyrån,102,5,Mösseberg,Falköping,2100000
294,Norra Bergsgatan 23,Villa,          50         ,2000000,2020-05-19,6,Fastighetsbyrån,149,6,Töreboda,Töreboda,1875000
295,Granhällvägen 19,Villa,,3900000,2020-05-19,-2,Fastighetsbyrån,158,5,Hyssna,Mark,3975000
296,Bjärkevägen 11,Villa,          15         ,1800000,2020-05-19,-9,Länsförsäkringar Fastighetsförmedling,191,6,Gräfsnäs,Alingsås,1975000
297,Övre Kammarbergsvägen 12,Villa,          22         ,2705000,2020-05-19,1,Länsförsäkringar Fastighetsförmedling,125,6,Kammarberg,Mark,2675000
298,Esplanaden 68,Villa,          55         ,2015000,2020-05-19,7,Svensk Fastighetsförmedling,99,5,Lidköping,Lidköping,1875000
299,Hökaberg 108,Villa,          6         ,2060000,2020-05-19,38,Länsförsäkringar Fastighetsförmedling,129,4,Grovare,Ulricehamn,1500000
300,Trandareds ring 54,Villa,          75         ,3800000,2020-05-19,-2,ERA,134,5,Trandared,Borås,3875000
301,Parkgatan 28,Villa,          84         ,3200000,2020-05-18,-7,Fastighetsbyrån,91,5,Kungshamn,Sotenäs,3450000
302,Lindomebyvägen 37,Villa,          110         ,3050000,2020-05-18,13,Fastighetsbyrån,110,4,Lindome | Kyrkängen,Mölndal,2700000
303,Blomstervägen 11,Villa,          75         ,2295000,2020-05-18,0,Fastighetsbyrån,127,5,Marieholm,Mariestad,2300000
304,Esplanaden 64,Villa,          56         ,1850000,2020-05-18,-7,Svensk Fastighetsförmedling,97,4,Nya Staden,Lidköping,2000000
305,Rosmaringången 32,Ej specificerad villa,          42         ,2000000,2020-05-18,14,Svensk Fastighetsförmedling,148,5,Borås,Borås,1750000
306,Sikhall 430,Villa,,3150000,2020-05-18,5,Hus & Hem,149,6,Sikhall,Vänersborg,3000000
307,Kampegårdsvägen 2,Villa,,2100000,2020-05-17,5,Fastighetsbyrån,159,6,Flöghult,Strömstad,2000000
308,Målögavägen 22,Villa,          90         ,3600000,2020-05-17,11,Svensk Fastighetsförmedling,130,6,Gråbo,Lerum,3250000
309,Ödegårdsvägen 3,Villa,          44         ,3120000,2020-05-17,25,Länsförsäkringar Fastighetsförmedling,90,4,Strömstad,Strömstad,2500000
310,Nedergårdsgatan 5,Villa,          98         ,2425000,2020-05-17,6,ERA,122,4,Lilla Edet,Lilla Edet,2300000
311,Maden 129,Villa,,2500000,2020-05-16,6,Fastighetsbyrån,120,5,Västerlanda,Lilla Edet,2350000
312,Persgårdsvägen 4,Villa,          98         ,3825000,2020-05-15,2,Fastighetsbyrån,128,5,Herrestad/kissleberg,Uddevalla,3750000
313,Nygatan 12,Villa,          85         ,2250000,2020-05-15,0,Fastighetsbyrån,140,5,Centrala Vårgårda,Vårgårda,2250000
314,Torebo 504,Villa,          80         ,2200000,2020-05-15,26,Fastighetsbyrån,122,4,Orust,Orust,1750000
315,Vinkelgatan 2A,Villa,          143         ,1750000,2020-05-15,19,Fastighetsbyrån,143,5,Götene Tätort,Götene,1475000
316,Stomgatan 6,Villa,,1800000,2020-05-15,-10,Stefanssons Fastighetsbyrå,137,5,Mellerud,Mellerud,2000000
317,Östra Björneröd 749,Villa,          35         ,1950000,2020-05-15,9,Svensk Fastighetsförmedling,67,4,Svanesund,Orust,1800000
318,Stenlidsvägen 10,Vinterbonat fritidshus,,2525000,2020-05-15,-6,Askengren Fastighetsmäklare,80,5,Hällestrand,Strömstad,2675000
319,Barberarevägen 10,Villa,,2500000,2020-05-15,-6,Länsförsäkringar Fastighetsförmedling,108,4,Tanum,Tanum,2650000
320,Mellomgårdsgatan 8,Villa,          33         ,2300000,2020-05-15,28,SkandiaMäklarna,102,5,Hulta,Borås,1800000
321,Gustav Adolfs gata 20,Villa,          83         ,3250000,2020-05-15,-1,SkandiaMäklarna,100,6,Skövde,Skövde,3275000
322,Klövervägen 10,Villa,          115         ,3300000,2020-05-15,0,Svensk Fastighetsförmedling,151,7,Vårgårda,Vårgårda,3300000
323,Skälebacken 126,Villa,          70         ,3095000,2020-05-15,0,Bostadsbutiken,120,4,Skälebacken,Uddevalla,3100000
324,Bollareslättvägen 21,Villa,          20         ,1975000,2020-05-15,3,Svensk Fastighetsförmedling,130,6,Örby,Mark,1925000
325,Ängabergsgatan 6,Villa,          30         ,2685000,2020-05-15,0,Broberg Mäkleri AB,160,5,Petersburg,Skara,2675000
326,Barnegatan 13,Villa,          133         ,2050000,2020-05-15,-7,Mäklarhuset,133,5,Centrala Vara,Vara,2200000
327,Skattegården 3,Villa,          120         ,3350000,2020-05-15,20,Mäklarhuset,181,9,Väring,Skövde,2800000
328,Myrvägen 10,Villa,,3300000,2020-05-15,18,ERA,118,4,Nol,Ale,2800000
329,Kalvhed Andersgården 3,Villa,          19         ,2385000,2020-05-15,14,Hus & Hem,188,7,Sjuntorp,Trollhättan,2100000
330,Stengårdshults allé 1,Villa,          65         ,2175000,2020-05-14,18,Fastighetsbyrån,120,4,Grangärdet,Mariestad,1850000
331,Sekundantvägen 10,Villa,          33         ,3100000,2020-05-14,11,Fastighetsbyrån,123,5,Blåsut,Vänersborg,2800000
332,Vinbärsgatan 3,Villa,,3580000,2020-05-14,10,Fastighetsbyrån,144,5,Ulricehamn,Ulricehamn,3250000
333,Dala Alebäcken,Villa,          12         ,2905000,2020-05-14,34,Fastighetsbyrån,184,6,Stenstorp,Falköping,2175000
334,Andra Vallåsgatan 22,Villa,          49         ,2340000,2020-05-14,30,Fastighetsbyrån,115,4,Kinna/vallås-hede,Mark,1800000
335,Silverbergsvägen 4,Villa,,1760000,2020-05-14,1,Fastighetsbyrån,83,4,Närsbo,Alingsås,1750000
336,Bredebolet 39,Vinterbonat fritidshus,,3010000,2020-05-14,23,Fastighetsbyrån,105,5,Töreboda,Töreboda,2450000
337,Lövgatan 3,Villa,          45         ,2000000,2020-05-14,1,Fastighetsbyrån,156,8,Sollebrunn Med Omnejd,Alingsås,1975000
338,Skogsvägen 26,Villa,          52         ,2700000,2020-05-14,-9,Fastighetsbyrån,127,4,Lidköping Norr,Lidköping,2975000
339,Korsnäbbsgatan 3,Villa,          53         ,2775000,2020-05-14,0,Svensk Fastighetsförmedling,167,7,Vårgårda Centralt,Vårgårda,2775000
340,Gatan 7,Villa,,2450000,2020-05-14,0,Bjurfors,82,4,Tollered,Lerum,2450000
341,Östbjörke 1,Villa,          75         ,3500000,2020-05-14,17,Fastighetsbyrån,205,6,Norra Björke,Trollhättan,3000000
342,Kullins gata 11,Villa,          100         ,3150000,2020-05-14,11,Länsförsäkringar Fastighetsförmedling,198,7,Kinnasten,Mark,2850000
343,Klockarvägen 29,Villa,          153         ,3300000,2020-05-14,-6,Länsförsäkringar Fastighetsförmedling,121,5,Mariesjö,Skövde,3500000
344,Ryttarevägen 14,Villa,          81         ,2475000,2020-05-14,-1,Svensk Fastighetsförmedling,72,6,Ulricehamn,Ulricehamn,2500000
345,Svengårdsgatan 8,Villa,,2540000,2020-05-14,-5,Svensk Fastighetsförmedling,151,5,Lilla Edet,Lilla Edet,2675000
346,Morgonvägen 2,Villa,,2800000,2020-05-14,-5,Mäklarhuset,129,4,Aplared,Borås,2950000
347,Torpavägen 32,Villa,          60         ,2100000,2020-05-14,6,Hus & Hem,119,5,Torpa,Vänersborg,1975000
348,Åregren 312,Villa,          85         ,2000000,2020-05-13,-11,Fastighetsbyrån,85,4,Ödsmål,Stenungsund,2250000
349,Gärdesgatan 6,Villa,          56         ,1770000,2020-05-13,22,Fastighetsbyrån,89,5,Sollebrunn Med Omnejd,Alingsås,1450000
350,Margaretagatan 20,Villa,          56         ,1775000,2020-05-13,39,Fastighetsbyrån,85,5,Fredriksberg,Falköping,1275000
351,Östra Järnvägsgatan 64,Villa,          8         ,2600000,2020-05-13,11,Fastighetsbyrån,154,5,Grangärdet,Mariestad,2350000
352,Kållen 140,Villa,          25         ,3200000,2020-05-13,7,Länsförsäkringar Fastighetsförmedling,96,4,Romelanda,Kungälv,3000000
353,Gökottevägen 26,Villa,          30         ,3100000,2020-05-13,11,Mäklarhuset,120,4,Sandhem,Trollhättan,2800000
354,Eldaregatan 2,Villa,          121         ,3250000,2020-05-13,9,Hus & Hem,121,6,Mariedal,Vänersborg,2975000
355,Grunne Åsen 160,Villa,          37         ,2200000,2020-05-13,10,ERA,123,6,Nol,Ale,2000000
356,Krontofta 310,Villa,          27         ,3850000,2020-05-12,10,Fastighetsbyrån,150,5,Ödsmål,Stenungsund,3500000
357,Edsväragatan 8,Villa,,1750000,2020-05-12,6,Länsförsäkringar Fastighetsförmedling,137,5,Vara,Vara,1650000
358,Keravavägen 6,Villa,,2600000,2020-05-12,-10,Hus & Hem,155,5,Skogshöjden,Trollhättan,2900000
359,Kvarnvägen 41,Villa,          45         ,3650000,2020-05-12,2,ERA,111,5,Kungälv,Kungälv,3575000
360,Odengatan 39,Villa,          75         ,2150000,2020-05-12,0,Mäklarhuset,122,6,Centrum,Falköping,2150000
361,Arrendegatan 32,Villa,,2472500,2020-05-12,-1,Hus & Hem,118,4,Onsjö,Vänersborg,2500000
362,Madlyckevägen 49,Villa,          5         ,3850000,2020-05-11,10,Fastighetsbyrån,206,6,Madlyckan,Mariestad,3500000
363,Skallsjö högars väg 4B,Villa,          52         ,2950000,2020-05-11,-5,Fastighetsbyrån,57,4,Floda - Berghult,Lerum,3100000
364,Björnskogsvägen 17,Villa,          103         ,2850000,2020-05-11,-5,Fastighetsbyrån,116,5,Bollebygd,Bollebygd,3000000
365,Lane-Ryrs Torp 450,Villa,          89         ,2100000,2020-05-11,111,Svensk Fastighetsförmedling,126,5,Lane-Ryr,Uddevalla,1000000
366,Hagtornsvägen 3,Villa,          38         ,2125000,2020-05-11,-6,SkandiaMäklarna,250,10,Skövde,Skövde,2250000
367,Torrås Mosskärr 5,Villa,          2         ,1850000,2020-05-11,6,Svensk Fastighetsförmedling,125,5,Sätila,Mark,1750000
368,Lönneskogen 5,Villa,,3000000,2020-05-11,-7,Mäklarhuset,126,5,Skärhamn,Tjörn,3225000
369,Älvornas väg 26,Bostadsrättsvilla,,2750000,2020-05-10,0,Fastighetsbyrån,108,4,Älvängen,Ale,2750000
370,Vallstigen 4,Villa,          40         ,3075000,2020-05-10,10,ERA,131,6,Trandared,Borås,2800000
371,Lilleby bäckedalsväg 133,Villa,,3795000,2020-05-09,0,Bjurfors,145,6,Torslanda - Lilleby,Göteborg,3800000
372,Kristevik 603,Villa,,3525000,2020-05-09,8,Bostadsbutiken,147,4,Kristevik,Uddevalla,3275000
373,Brastads-Öna 115,Villa,,1850000,2020-05-09,-5,Svensk Fastighetsförmedling,73,4,Brastad,Lysekil,1950000
374,Hallebergsvägen 38,Villa,          125         ,2850000,2020-05-09,4,Hus & Hem,170,7,Vargön,Vänersborg,2750000
375,Sofielundsgatan 23,Villa,          22         ,2550000,2020-05-08,31,Fastighetsbyrån,116,5,Mösseberg,Falköping,1950000
376,Sörberget 157,Villa,,2510000,2020-05-08,20,Fastighetsbyrån,162,5,Bokenäs,Uddevalla,2100000
